basic_form,pos,pos_detail_1,pos_detail_2,word_type
パッチール,名詞,ポケモン,ポケモンの名前,KNOWN
ナックラー,名詞,ポケモン,ポケモンの名前,KNOWN
ビブラーバ,名詞,ポケモン,ポケモンの名前,KNOWN
フライゴン,名詞,ポケモン,ポケモンの名前,KNOWN
サボネア,名詞,ポケモン,ポケモンの名前,KNOWN
ノクタス,名詞,ポケモン,ポケモンの名前,KNOWN
チルット,名詞,ポケモン,ポケモンの名前,KNOWN
チルタリス,名詞,ポケモン,ポケモンの名前,KNOWN
メガチルタリス,名詞,ポケモン,ポケモンの名前,KNOWN
ザングース,名詞,ポケモン,ポケモンの名前,KNOWN
ハブネーク,名詞,ポケモン,ポケモンの名前,KNOWN
ルナトーン,名詞,ポケモン,ポケモンの名前,KNOWN
ソルロック,名詞,ポケモン,ポケモンの名前,KNOWN
ドジョッチ,名詞,ポケモン,ポケモンの名前,KNOWN
ナマズン,名詞,ポケモン,ポケモンの名前,KNOWN
ヘイガニ,名詞,ポケモン,ポケモンの名前,KNOWN
シザリガー,名詞,ポケモン,ポケモンの名前,KNOWN
ヤジロン,名詞,ポケモン,ポケモンの名前,KNOWN
ネンドール,名詞,ポケモン,ポケモンの名前,KNOWN
リリーラ,名詞,ポケモン,ポケモンの名前,KNOWN
ユレイドル,名詞,ポケモン,ポケモンの名前,KNOWN
アノプス,名詞,ポケモン,ポケモンの名前,KNOWN
アーマルド,名詞,ポケモン,ポケモンの名前,KNOWN
ヒンバス,名詞,ポケモン,ポケモンの名前,KNOWN
ミロカロス,名詞,ポケモン,ポケモンの名前,KNOWN
ポワルン,名詞,ポケモン,ポケモンの名前,KNOWN
カクレオン,名詞,ポケモン,ポケモンの名前,KNOWN
カゲボウズ,名詞,ポケモン,ポケモンの名前,KNOWN
ジュペッタ,名詞,ポケモン,ポケモンの名前,KNOWN
メガジュペッタ,名詞,ポケモン,ポケモンの名前,KNOWN
ヨマワル,名詞,ポケモン,ポケモンの名前,KNOWN
サマヨール,名詞,ポケモン,ポケモンの名前,KNOWN
トロピウス,名詞,ポケモン,ポケモンの名前,KNOWN
チリーン,名詞,ポケモン,ポケモンの名前,KNOWN
アブソル,名詞,ポケモン,ポケモンの名前,KNOWN
メガアブソル,名詞,ポケモン,ポケモンの名前,KNOWN
ソーナノ,名詞,ポケモン,ポケモンの名前,KNOWN
ユキワラシ,名詞,ポケモン,ポケモンの名前,KNOWN
オニゴーリ,名詞,ポケモン,ポケモンの名前,KNOWN
メガオニゴーリ,名詞,ポケモン,ポケモンの名前,KNOWN
タマザラシ,名詞,ポケモン,ポケモンの名前,KNOWN
トドグラー,名詞,ポケモン,ポケモンの名前,KNOWN
トドゼルガ,名詞,ポケモン,ポケモンの名前,KNOWN
パールル,名詞,ポケモン,ポケモンの名前,KNOWN
ハンテール,名詞,ポケモン,ポケモンの名前,KNOWN
サクラビス,名詞,ポケモン,ポケモンの名前,KNOWN
ジーランス,名詞,ポケモン,ポケモンの名前,KNOWN
ラブカス,名詞,ポケモン,ポケモンの名前,KNOWN
タツベイ,名詞,ポケモン,ポケモンの名前,KNOWN
コモルー,名詞,ポケモン,ポケモンの名前,KNOWN
ボーマンダ,名詞,ポケモン,ポケモンの名前,KNOWN
メガボーマンダ,名詞,ポケモン,ポケモンの名前,KNOWN
ダンバル,名詞,ポケモン,ポケモンの名前,KNOWN
メタング,名詞,ポケモン,ポケモンの名前,KNOWN
メタグロス,名詞,ポケモン,ポケモンの名前,KNOWN
メガメタグロス,名詞,ポケモン,ポケモンの名前,KNOWN
レジロック,名詞,ポケモン,ポケモンの名前,KNOWN
レジアイス,名詞,ポケモン,ポケモンの名前,KNOWN
レジスチル,名詞,ポケモン,ポケモンの名前,KNOWN
ラティアス,名詞,ポケモン,ポケモンの名前,KNOWN
メガラティアス,名詞,ポケモン,ポケモンの名前,KNOWN
ラティオス,名詞,ポケモン,ポケモンの名前,KNOWN
メガラティオス,名詞,ポケモン,ポケモンの名前,KNOWN
カイオーガ,名詞,ポケモン,ポケモンの名前,KNOWN
ゲンシカイオーガ,名詞,ポケモン,ポケモンの名前,KNOWN
グラードン,名詞,ポケモン,ポケモンの名前,KNOWN
ゲンシグラードン,名詞,ポケモン,ポケモンの名前,KNOWN
レックウザ,名詞,ポケモン,ポケモンの名前,KNOWN
メガレックウザ,名詞,ポケモン,ポケモンの名前,KNOWN
ジラーチ,名詞,ポケモン,ポケモンの名前,KNOWN
デオキシス,名詞,ポケモン,ポケモンの名前,KNOWN
デオキシス,名詞,ポケモン,ポケモンの名前,KNOWN
デオキシス,名詞,ポケモン,ポケモンの名前,KNOWN
デオキシス,名詞,ポケモン,ポケモンの名前,KNOWN
ナエトル,名詞,ポケモン,ポケモンの名前,KNOWN
ハヤシガメ,名詞,ポケモン,ポケモンの名前,KNOWN
ドダイトス,名詞,ポケモン,ポケモンの名前,KNOWN
ヒコザル,名詞,ポケモン,ポケモンの名前,KNOWN
モウカザル,名詞,ポケモン,ポケモンの名前,KNOWN
ゴウカザル,名詞,ポケモン,ポケモンの名前,KNOWN
ポッチャマ,名詞,ポケモン,ポケモンの名前,KNOWN
ポッタイシ,名詞,ポケモン,ポケモンの名前,KNOWN
エンペルト,名詞,ポケモン,ポケモンの名前,KNOWN
ムックル,名詞,ポケモン,ポケモンの名前,KNOWN
ムクバード,名詞,ポケモン,ポケモンの名前,KNOWN
ムクホーク,名詞,ポケモン,ポケモンの名前,KNOWN
ビッパ,名詞,ポケモン,ポケモンの名前,KNOWN
ビーダル,名詞,ポケモン,ポケモンの名前,KNOWN
コロボーシ,名詞,ポケモン,ポケモンの名前,KNOWN
コロトック,名詞,ポケモン,ポケモンの名前,KNOWN
コリンク,名詞,ポケモン,ポケモンの名前,KNOWN
ルクシオ,名詞,ポケモン,ポケモンの名前,KNOWN
レントラー,名詞,ポケモン,ポケモンの名前,KNOWN
スボミー,名詞,ポケモン,ポケモンの名前,KNOWN
ロズレイド,名詞,ポケモン,ポケモンの名前,KNOWN
ズガイドス,名詞,ポケモン,ポケモンの名前,KNOWN
ラムパルド,名詞,ポケモン,ポケモンの名前,KNOWN
タテトプス,名詞,ポケモン,ポケモンの名前,KNOWN
トリデプス,名詞,ポケモン,ポケモンの名前,KNOWN
ミノムッチ,名詞,ポケモン,ポケモンの名前,KNOWN
ミノマダム,名詞,ポケモン,ポケモンの名前,KNOWN
ミノマダム,名詞,ポケモン,ポケモンの名前,KNOWN
ミノマダム,名詞,ポケモン,ポケモンの名前,KNOWN
ガーメイル,名詞,ポケモン,ポケモンの名前,KNOWN
ミツハニー,名詞,ポケモン,ポケモンの名前,KNOWN
ビークイン,名詞,ポケモン,ポケモンの名前,KNOWN
パチリス,名詞,ポケモン,ポケモンの名前,KNOWN
ブイゼル,名詞,ポケモン,ポケモンの名前,KNOWN
フローゼル,名詞,ポケモン,ポケモンの名前,KNOWN
チェリンボ,名詞,ポケモン,ポケモンの名前,KNOWN
チェリム,名詞,ポケモン,ポケモンの名前,KNOWN
カラナクシ,名詞,ポケモン,ポケモンの名前,KNOWN
トリトドン,名詞,ポケモン,ポケモンの名前,KNOWN
エテボース,名詞,ポケモン,ポケモンの名前,KNOWN
フワンテ,名詞,ポケモン,ポケモンの名前,KNOWN
フワライド,名詞,ポケモン,ポケモンの名前,KNOWN
ミミロル,名詞,ポケモン,ポケモンの名前,KNOWN
ミミロップ,名詞,ポケモン,ポケモンの名前,KNOWN
メガミミロップ,名詞,ポケモン,ポケモンの名前,KNOWN
ムウマージ,名詞,ポケモン,ポケモンの名前,KNOWN
ドンカラス,名詞,ポケモン,ポケモンの名前,KNOWN
ニャルマー,名詞,ポケモン,ポケモンの名前,KNOWN
ブニャット,名詞,ポケモン,ポケモンの名前,KNOWN
リーシャン,名詞,ポケモン,ポケモンの名前,KNOWN
スカンプー,名詞,ポケモン,ポケモンの名前,KNOWN
スカタンク,名詞,ポケモン,ポケモンの名前,KNOWN
ドーミラー,名詞,ポケモン,ポケモンの名前,KNOWN
ドータクン,名詞,ポケモン,ポケモンの名前,KNOWN
ウソハチ,名詞,ポケモン,ポケモンの名前,KNOWN
マネネ,名詞,ポケモン,ポケモンの名前,KNOWN
ピンプク,名詞,ポケモン,ポケモンの名前,KNOWN
ペラップ,名詞,ポケモン,ポケモンの名前,KNOWN
ミカルゲ,名詞,ポケモン,ポケモンの名前,KNOWN
フカマル,名詞,ポケモン,ポケモンの名前,KNOWN
ガバイト,名詞,ポケモン,ポケモンの名前,KNOWN
ガブリアス,名詞,ポケモン,ポケモンの名前,KNOWN
メガガブリアス,名詞,ポケモン,ポケモンの名前,KNOWN
ゴンベ,名詞,ポケモン,ポケモンの名前,KNOWN
リオル,名詞,ポケモン,ポケモンの名前,KNOWN
ルカリオ,名詞,ポケモン,ポケモンの名前,KNOWN
メガルカリオ,名詞,ポケモン,ポケモンの名前,KNOWN
ヒポポタス,名詞,ポケモン,ポケモンの名前,KNOWN
カバルドン,名詞,ポケモン,ポケモンの名前,KNOWN
スコルピ,名詞,ポケモン,ポケモンの名前,KNOWN
ドラピオン,名詞,ポケモン,ポケモンの名前,KNOWN
グレッグル,名詞,ポケモン,ポケモンの名前,KNOWN
ドクロッグ,名詞,ポケモン,ポケモンの名前,KNOWN
マスキッパ,名詞,ポケモン,ポケモンの名前,KNOWN
ケイコウオ,名詞,ポケモン,ポケモンの名前,KNOWN
ネオラント,名詞,ポケモン,ポケモンの名前,KNOWN
タマンタ,名詞,ポケモン,ポケモンの名前,KNOWN
ユキカブリ,名詞,ポケモン,ポケモンの名前,KNOWN
ユキノオー,名詞,ポケモン,ポケモンの名前,KNOWN
メガユキノオー,名詞,ポケモン,ポケモンの名前,KNOWN
マニューラ,名詞,ポケモン,ポケモンの名前,KNOWN
ジバコイル,名詞,ポケモン,ポケモンの名前,KNOWN
ベロベルト,名詞,ポケモン,ポケモンの名前,KNOWN
ドサイドン,名詞,ポケモン,ポケモンの名前,KNOWN
モジャンボ,名詞,ポケモン,ポケモンの名前,KNOWN
エレキブル,名詞,ポケモン,ポケモンの名前,KNOWN
ブーバーン,名詞,ポケモン,ポケモンの名前,KNOWN
トゲキッス,名詞,ポケモン,ポケモンの名前,KNOWN
メガヤンマ,名詞,ポケモン,ポケモンの名前,KNOWN
リーフィア,名詞,ポケモン,ポケモンの名前,KNOWN
グレイシア,名詞,ポケモン,ポケモンの名前,KNOWN
グライオン,名詞,ポケモン,ポケモンの名前,KNOWN
マンムー,名詞,ポケモン,ポケモンの名前,KNOWN
ポリゴンZ,名詞,ポケモン,ポケモンの名前,KNOWN
エルレイド,名詞,ポケモン,ポケモンの名前,KNOWN
メガエルレイド,名詞,ポケモン,ポケモンの名前,KNOWN
ダイノーズ,名詞,ポケモン,ポケモンの名前,KNOWN
ヨノワール,名詞,ポケモン,ポケモンの名前,KNOWN
ユキメノコ,名詞,ポケモン,ポケモンの名前,KNOWN
ロトム,名詞,ポケモン,ポケモンの名前,KNOWN
ヒートロトム,名詞,ポケモン,ポケモンの名前,KNOWN
ウォッシュロトム,名詞,ポケモン,ポケモンの名前,KNOWN
フロストロトム,名詞,ポケモン,ポケモンの名前,KNOWN
スピンロトム,名詞,ポケモン,ポケモンの名前,KNOWN
カットロトム,名詞,ポケモン,ポケモンの名前,KNOWN
ユクシー,名詞,ポケモン,ポケモンの名前,KNOWN
エムリット,名詞,ポケモン,ポケモンの名前,KNOWN
アグノム,名詞,ポケモン,ポケモンの名前,KNOWN
ディアルガ,名詞,ポケモン,ポケモンの名前,KNOWN
ディアルガ,名詞,ポケモン,ポケモンの名前,KNOWN
パルキア,名詞,ポケモン,ポケモンの名前,KNOWN
パルキア,名詞,ポケモン,ポケモンの名前,KNOWN
ヒードラン,名詞,ポケモン,ポケモンの名前,KNOWN
レジギガス,名詞,ポケモン,ポケモンの名前,KNOWN
ギラティナ,名詞,ポケモン,ポケモンの名前,KNOWN
ギラティナ,名詞,ポケモン,ポケモンの名前,KNOWN
クレセリア,名詞,ポケモン,ポケモンの名前,KNOWN
フィオネ,名詞,ポケモン,ポケモンの名前,KNOWN
マナフィ,名詞,ポケモン,ポケモンの名前,KNOWN
ダークライ,名詞,ポケモン,ポケモンの名前,KNOWN
シェイミ,名詞,ポケモン,ポケモンの名前,KNOWN
シェイミ,名詞,ポケモン,ポケモンの名前,KNOWN
アルセウス,名詞,ポケモン,ポケモンの名前,KNOWN
ビクティニ,名詞,ポケモン,ポケモンの名前,KNOWN
ツタージャ,名詞,ポケモン,ポケモンの名前,KNOWN
ジャノビー,名詞,ポケモン,ポケモンの名前,KNOWN
ジャローダ,名詞,ポケモン,ポケモンの名前,KNOWN
ポカブ,名詞,ポケモン,ポケモンの名前,KNOWN
チャオブー,名詞,ポケモン,ポケモンの名前,KNOWN
エンブオー,名詞,ポケモン,ポケモンの名前,KNOWN
ミジュマル,名詞,ポケモン,ポケモンの名前,KNOWN
フタチマル,名詞,ポケモン,ポケモンの名前,KNOWN
ダイケンキ,名詞,ポケモン,ポケモンの名前,KNOWN
ダイケンキ,名詞,ポケモン,ポケモンの名前,KNOWN
ミネズミ,名詞,ポケモン,ポケモンの名前,KNOWN
ミルホッグ,名詞,ポケモン,ポケモンの名前,KNOWN
ヨーテリー,名詞,ポケモン,ポケモンの名前,KNOWN
ハーデリア,名詞,ポケモン,ポケモンの名前,KNOWN
ムーランド,名詞,ポケモン,ポケモンの名前,KNOWN
チョロネコ,名詞,ポケモン,ポケモンの名前,KNOWN
レパルダス,名詞,ポケモン,ポケモンの名前,KNOWN
ヤナップ,名詞,ポケモン,ポケモンの名前,KNOWN
ヤナッキー,名詞,ポケモン,ポケモンの名前,KNOWN
バオップ,名詞,ポケモン,ポケモンの名前,KNOWN
バオッキー,名詞,ポケモン,ポケモンの名前,KNOWN
ヒヤップ,名詞,ポケモン,ポケモンの名前,KNOWN
ヒヤッキー,名詞,ポケモン,ポケモンの名前,KNOWN
ムンナ,名詞,ポケモン,ポケモンの名前,KNOWN
ムシャーナ,名詞,ポケモン,ポケモンの名前,KNOWN
マメパト,名詞,ポケモン,ポケモンの名前,KNOWN
ハトーボー,名詞,ポケモン,ポケモンの名前,KNOWN
ケンホロウ,名詞,ポケモン,ポケモンの名前,KNOWN
シママ,名詞,ポケモン,ポケモンの名前,KNOWN
ゼブライカ,名詞,ポケモン,ポケモンの名前,KNOWN
ダンゴロ,名詞,ポケモン,ポケモンの名前,KNOWN
ガントル,名詞,ポケモン,ポケモンの名前,KNOWN
ギガイアス,名詞,ポケモン,ポケモンの名前,KNOWN
コロモリ,名詞,ポケモン,ポケモンの名前,KNOWN
ココロモリ,名詞,ポケモン,ポケモンの名前,KNOWN
モグリュー,名詞,ポケモン,ポケモンの名前,KNOWN
ドリュウズ,名詞,ポケモン,ポケモンの名前,KNOWN
タブンネ,名詞,ポケモン,ポケモンの名前,KNOWN
メガタブンネ,名詞,ポケモン,ポケモンの名前,KNOWN
ドッコラー,名詞,ポケモン,ポケモンの名前,KNOWN
ドテッコツ,名詞,ポケモン,ポケモンの名前,KNOWN
ローブシン,名詞,ポケモン,ポケモンの名前,KNOWN
オタマロ,名詞,ポケモン,ポケモンの名前,KNOWN
ガマガル,名詞,ポケモン,ポケモンの名前,KNOWN
ガマゲロゲ,名詞,ポケモン,ポケモンの名前,KNOWN
ナゲキ,名詞,ポケモン,ポケモンの名前,KNOWN
ダゲキ,名詞,ポケモン,ポケモンの名前,KNOWN
クルミル,名詞,ポケモン,ポケモンの名前,KNOWN
クルマユ,名詞,ポケモン,ポケモンの名前,KNOWN
ハハコモリ,名詞,ポケモン,ポケモンの名前,KNOWN
フシデ,名詞,ポケモン,ポケモンの名前,KNOWN
ホイーガ,名詞,ポケモン,ポケモンの名前,KNOWN
ペンドラー,名詞,ポケモン,ポケモンの名前,KNOWN
モンメン,名詞,ポケモン,ポケモンの名前,KNOWN
エルフーン,名詞,ポケモン,ポケモンの名前,KNOWN
チュリネ,名詞,ポケモン,ポケモンの名前,KNOWN
ドレディア,名詞,ポケモン,ポケモンの名前,KNOWN
ドレディア,名詞,ポケモン,ポケモンの名前,KNOWN
バスラオ,名詞,ポケモン,ポケモンの名前,KNOWN
バスラオ,名詞,ポケモン,ポケモンの名前,KNOWN
バスラオ,名詞,ポケモン,ポケモンの名前,KNOWN
メグロコ,名詞,ポケモン,ポケモンの名前,KNOWN
ワルビル,名詞,ポケモン,ポケモンの名前,KNOWN
ワルビアル,名詞,ポケモン,ポケモンの名前,KNOWN
ダルマッカ,名詞,ポケモン,ポケモンの名前,KNOWN
ダルマッカ,名詞,ポケモン,ポケモンの名前,KNOWN
ヒヒダルマ,名詞,ポケモン,ポケモンの名前,KNOWN
ヒヒダルマ,名詞,ポケモン,ポケモンの名前,KNOWN
ヒヒダルマ,名詞,ポケモン,ポケモンの名前,KNOWN
ヒヒダルマ,名詞,ポケモン,ポケモンの名前,KNOWN
マラカッチ,名詞,ポケモン,ポケモンの名前,KNOWN
イシズマイ,名詞,ポケモン,ポケモンの名前,KNOWN
イワパレス,名詞,ポケモン,ポケモンの名前,KNOWN
ズルッグ,名詞,ポケモン,ポケモンの名前,KNOWN
ズルズキン,名詞,ポケモン,ポケモンの名前,KNOWN
シンボラー,名詞,ポケモン,ポケモンの名前,KNOWN
デスマス,名詞,ポケモン,ポケモンの名前,KNOWN
デスマス,名詞,ポケモン,ポケモンの名前,KNOWN
デスカーン,名詞,ポケモン,ポケモンの名前,KNOWN
プロトーガ,名詞,ポケモン,ポケモンの名前,KNOWN
アバゴーラ,名詞,ポケモン,ポケモンの名前,KNOWN
アーケン,名詞,ポケモン,ポケモンの名前,KNOWN
アーケオス,名詞,ポケモン,ポケモンの名前,KNOWN
ヤブクロン,名詞,ポケモン,ポケモンの名前,KNOWN
ダストダス,名詞,ポケモン,ポケモンの名前,KNOWN
ゾロア,名詞,ポケモン,ポケモンの名前,KNOWN
ゾロア,名詞,ポケモン,ポケモンの名前,KNOWN
ゾロアーク,名詞,ポケモン,ポケモンの名前,KNOWN
ゾロアーク,名詞,ポケモン,ポケモンの名前,KNOWN
チラーミィ,名詞,ポケモン,ポケモンの名前,KNOWN
チラチーノ,名詞,ポケモン,ポケモンの名前,KNOWN
ゴチム,名詞,ポケモン,ポケモンの名前,KNOWN
ゴチミル,名詞,ポケモン,ポケモンの名前,KNOWN
ゴチルゼル,名詞,ポケモン,ポケモンの名前,KNOWN
ユニラン,名詞,ポケモン,ポケモンの名前,KNOWN
ダブラン,名詞,ポケモン,ポケモンの名前,KNOWN
ランクルス,名詞,ポケモン,ポケモンの名前,KNOWN
コアルヒー,名詞,ポケモン,ポケモンの名前,KNOWN
スワンナ,名詞,ポケモン,ポケモンの名前,KNOWN
バニプッチ,名詞,ポケモン,ポケモンの名前,KNOWN
バニリッチ,名詞,ポケモン,ポケモンの名前,KNOWN
バイバニラ,名詞,ポケモン,ポケモンの名前,KNOWN
シキジカ,名詞,ポケモン,ポケモンの名前,KNOWN
メブキジカ,名詞,ポケモン,ポケモンの名前,KNOWN
エモンガ,名詞,ポケモン,ポケモンの名前,KNOWN
カブルモ,名詞,ポケモン,ポケモンの名前,KNOWN
シュバルゴ,名詞,ポケモン,ポケモンの名前,KNOWN
タマゲタケ,名詞,ポケモン,ポケモンの名前,KNOWN
モロバレル,名詞,ポケモン,ポケモンの名前,KNOWN
プルリル,名詞,ポケモン,ポケモンの名前,KNOWN
ブルンゲル,名詞,ポケモン,ポケモンの名前,KNOWN
ママンボウ,名詞,ポケモン,ポケモンの名前,KNOWN
バチュル,名詞,ポケモン,ポケモンの名前,KNOWN
デンチュラ,名詞,ポケモン,ポケモンの名前,KNOWN
テッシード,名詞,ポケモン,ポケモンの名前,KNOWN
ナットレイ,名詞,ポケモン,ポケモンの名前,KNOWN
ギアル,名詞,ポケモン,ポケモンの名前,KNOWN
ギギアル,名詞,ポケモン,ポケモンの名前,KNOWN
ギギギアル,名詞,ポケモン,ポケモンの名前,KNOWN
シビシラス,名詞,ポケモン,ポケモンの名前,KNOWN
シビビール,名詞,ポケモン,ポケモンの名前,KNOWN
シビルドン,名詞,ポケモン,ポケモンの名前,KNOWN
リグレー,名詞,ポケモン,ポケモンの名前,KNOWN
オーベム,名詞,ポケモン,ポケモンの名前,KNOWN
ヒトモシ,名詞,ポケモン,ポケモンの名前,KNOWN
ランプラー,名詞,ポケモン,ポケモンの名前,KNOWN
シャンデラ,名詞,ポケモン,ポケモンの名前,KNOWN
キバゴ,名詞,ポケモン,ポケモンの名前,KNOWN
オノンド,名詞,ポケモン,ポケモンの名前,KNOWN
オノノクス,名詞,ポケモン,ポケモンの名前,KNOWN
クマシュン,名詞,ポケモン,ポケモンの名前,KNOWN
ツンベアー,名詞,ポケモン,ポケモンの名前,KNOWN
フリージオ,名詞,ポケモン,ポケモンの名前,KNOWN
チョボマキ,名詞,ポケモン,ポケモンの名前,KNOWN
アギルダー,名詞,ポケモン,ポケモンの名前,KNOWN
マッギョ,名詞,ポケモン,ポケモンの名前,KNOWN
マッギョ,名詞,ポケモン,ポケモンの名前,KNOWN
コジョフー,名詞,ポケモン,ポケモンの名前,KNOWN
コジョンド,名詞,ポケモン,ポケモンの名前,KNOWN
クリムガン,名詞,ポケモン,ポケモンの名前,KNOWN
ゴビット,名詞,ポケモン,ポケモンの名前,KNOWN
ゴルーグ,名詞,ポケモン,ポケモンの名前,KNOWN
コマタナ,名詞,ポケモン,ポケモンの名前,KNOWN
キリキザン,名詞,ポケモン,ポケモンの名前,KNOWN
バッフロン,名詞,ポケモン,ポケモンの名前,KNOWN
ワシボン,名詞,ポケモン,ポケモンの名前,KNOWN
ウォーグル,名詞,ポケモン,ポケモンの名前,KNOWN
ウォーグル,名詞,ポケモン,ポケモンの名前,KNOWN
バルチャイ,名詞,ポケモン,ポケモンの名前,KNOWN
バルジーナ,名詞,ポケモン,ポケモンの名前,KNOWN
クイタラン,名詞,ポケモン,ポケモンの名前,KNOWN
アイアント,名詞,ポケモン,ポケモンの名前,KNOWN
モノズ,名詞,ポケモン,ポケモンの名前,KNOWN
ジヘッド,名詞,ポケモン,ポケモンの名前,KNOWN
サザンドラ,名詞,ポケモン,ポケモンの名前,KNOWN
メラルバ,名詞,ポケモン,ポケモンの名前,KNOWN
ウルガモス,名詞,ポケモン,ポケモンの名前,KNOWN
コバルオン,名詞,ポケモン,ポケモンの名前,KNOWN
テラキオン,名詞,ポケモン,ポケモンの名前,KNOWN
ビリジオン,名詞,ポケモン,ポケモンの名前,KNOWN
トルネロス,名詞,ポケモン,ポケモンの名前,KNOWN
トルネロス,名詞,ポケモン,ポケモンの名前,KNOWN
ボルトロス,名詞,ポケモン,ポケモンの名前,KNOWN
ボルトロス,名詞,ポケモン,ポケモンの名前,KNOWN
レシラム,名詞,ポケモン,ポケモンの名前,KNOWN
ゼクロム,名詞,ポケモン,ポケモンの名前,KNOWN
ランドロス,名詞,ポケモン,ポケモンの名前,KNOWN
ランドロス,名詞,ポケモン,ポケモンの名前,KNOWN
キュレム,名詞,ポケモン,ポケモンの名前,KNOWN
ブラックキュレム,名詞,ポケモン,ポケモンの名前,KNOWN
ホワイトキュレム,名詞,ポケモン,ポケモンの名前,KNOWN
ケルディオ,名詞,ポケモン,ポケモンの名前,KNOWN
ケルディオ,名詞,ポケモン,ポケモンの名前,KNOWN
メロエッタ,名詞,ポケモン,ポケモンの名前,KNOWN
メロエッタ,名詞,ポケモン,ポケモンの名前,KNOWN
ゲノセクト,名詞,ポケモン,ポケモンの名前,KNOWN
ハリマロン,名詞,ポケモン,ポケモンの名前,KNOWN
ハリボーグ,名詞,ポケモン,ポケモンの名前,KNOWN
ブリガロン,名詞,ポケモン,ポケモンの名前,KNOWN
フォッコ,名詞,ポケモン,ポケモンの名前,KNOWN
テールナー,名詞,ポケモン,ポケモンの名前,KNOWN
マフォクシー,名詞,ポケモン,ポケモンの名前,KNOWN
ケロマツ,名詞,ポケモン,ポケモンの名前,KNOWN
ゲコガシラ,名詞,ポケモン,ポケモンの名前,KNOWN
ゲッコウガ,名詞,ポケモン,ポケモンの名前,KNOWN
サトシゲッコウガ,名詞,ポケモン,ポケモンの名前,KNOWN
ホルビー,名詞,ポケモン,ポケモンの名前,KNOWN
ホルード,名詞,ポケモン,ポケモンの名前,KNOWN
ヤヤコマ,名詞,ポケモン,ポケモンの名前,KNOWN
ヒノヤコマ,名詞,ポケモン,ポケモンの名前,KNOWN
ファイアロー,名詞,ポケモン,ポケモンの名前,KNOWN
コフキムシ,名詞,ポケモン,ポケモンの名前,KNOWN
コフーライ,名詞,ポケモン,ポケモンの名前,KNOWN
ビビヨン,名詞,ポケモン,ポケモンの名前,KNOWN
シシコ,名詞,ポケモン,ポケモンの名前,KNOWN
カエンジシ,名詞,ポケモン,ポケモンの名前,KNOWN
フラベベ,名詞,ポケモン,ポケモンの名前,KNOWN
フラエッテ,名詞,ポケモン,ポケモンの名前,KNOWN
フラージェス,名詞,ポケモン,ポケモンの名前,KNOWN
メェークル,名詞,ポケモン,ポケモンの名前,KNOWN
ゴーゴート,名詞,ポケモン,ポケモンの名前,KNOWN
